5|5
1.642108782430216 0.7263920888720365 6.539624531358332 1.4308823864748255 0.2573079356716268|0.2573079356716268 1.4308823864748255 6.539624531358332 0.7263920888720365 1.642108782430216
8.040612069513847 3.222787673570353 4.772960126003266 0.4668633703882885 7.387285446138829|7.387285446138829 0.4668633703882885 4.772960126003266 3.222787673570353 8.040612069513847
4.486686853236589 6.872436911394663 3.0192503881790844 8.522479134556129 7.719287060312904|7.719287060312904 8.522479134556129 3.0192503881790844 6.872436911394663 4.486686853236589
2.966823492645875 0.21745439392454213 8.329247139369937 3.706687069979484 9.048052188682696|9.048052188682696 3.706687069979484 8.329247139369937 0.21745439392454213 2.966823492645875
5.361189423053147 5.576970147274293 1.498574546059619 8.405957852504809 0.35901356590958833|0.35901356590958833 8.405957852504809 1.498574546059619 5.576970147274293 5.361189423053147
3.6240079908079514 1.3643354454072343 2.3861505890805224 5.124494977142532 9.95842125902956|9.95842125902956 5.124494977142532 2.3861505890805224 1.3643354454072343 3.6240079908079514
2.6482050208249963 4.909058111312596 9.57003638066197 1.8273456998648863 1.7435172813136568|1.7435172813136568 1.8273456998648863 9.57003638066197 4.909058111312596 2.6482050208249963
2.7155939542635132 8.653862337891843 5.5369262961048795 8.179743163734333 5.987579481254958|5.987579481254958 8.179743163734333 5.5369262961048795 8.653862337891843 2.7155939542635132
7.254068035577513 4.529900460025095 8.73542367382197 6.077610591376603 8.897084659819509|8.897084659819509 6.077610591376603 8.73542367382197 4.529900460025095 7.254068035577513
4.728964881745679 6.625408141448078 1.6112322902062048 2.497326835391036 4.2452075940230465|4.2452075940230465 2.497326835391036 1.6112322902062048 6.625408141448078 4.728964881745679
2.2283903212309686 9.13698968697448 9.603481477062292 8.083944198112832 7.997779987718342|7.997779987718342 8.083944198112832 9.603481477062292 9.13698968697448 2.2283903212309686
4.265350054229115 8.851709450185526 2.934975616158688 1.3488880450694496 0.507649630249839|0.507649630249839 1.3488880450694496 2.934975616158688 8.851709450185526 4.265350054229115
3.938104824447557 6.905661706790477 6.606041244850544 0.5225682799003295 6.2787302737858575|6.2787302737858575 0.5225682799003295 6.606041244850544 6.905661706790477 3.938104824447557
4.374091959751366 6.532913173992783 2.2264870541376203 4.973185220797155 2.48104037270217|2.48104037270217 4.973185220797155 2.2264870541376203 6.532913173992783 4.374091959751366
0.7578622092054466 3.645812073828245 7.754764113441361 3.8727660639497685 2.5079207020333683|2.5079207020333683 3.8727660639497685 7.754764113441361 3.645812073828245 0.7578622092054466
0.577017354578393 3.9386432823887887 9.4160272733992 0.27308146824875257 1.3170052704085633|1.3170052704085633 0.27308146824875257 9.4160272733992 3.9386432823887887 0.577017354578393
8.34194533748932 1.1145462614969504 6.503406797140965 6.28644388114068 6.934123274176406|6.934123274176406 6.28644388114068 6.503406797140965 1.1145462614969504 8.34194533748932
1.1774792808679757 7.740990211529642 0.6509963828408394 9.539212129202117 6.970596635852388|6.970596635852388 9.539212129202117 0.6509963828408394 7.740990211529642 1.1774792808679757
0.5342275824248643 8.345083218342193 9.40358490113113 7.695503173686832 1.0617718111336416|1.0617718111336416 7.695503173686832 9.40358490113113 8.345083218342193 0.5342275824248643
9.66766038008119 5.940096553100719 3.101856594671194 5.705802961556491 2.0505731592024468|2.0505731592024468 5.705802961556491 3.101856594671194 5.940096553100719 9.66766038008119
5.288376253071761 0.9595736200801119 3.7701596449499264 1.8704237788383982 4.637372349572156|4.637372349572156 1.8704237788383982 3.7701596449499264 0.9595736200801119 5.288376253071761
3.8387393824886917 3.789682523850212 6.418264178532997 1.6473864251978243 1.8696449919268343|1.8696449919268343 1.6473864251978243 6.418264178532997 3.789682523850212 3.8387393824886917
6.8212286828085 7.098987259598127 1.7266889361575755 5.511860316791246 0.03775516082195951|0.03775516082195951 5.511860316791246 1.7266889361575755 7.098987259598127 6.8212286828085
0.4324513004124808 3.367286452987024 9.612828377686512 6.990614750863916 5.396617100984102|5.396617100984102 6.990614750863916 9.612828377686512 3.367286452987024 0.4324513004124808
6.404298567286305 8.00960183164004 2.3970600692650135 6.564142494508638 0.3166953153617691|0.3166953153617691 6.564142494508638 2.3970600692650135 8.00960183164004 6.404298567286305
7.6969439216809175 3.2876729919075665 1.3932538863934307 5.759846307724229 8.943023452600672|8.943023452600672 5.759846307724229 1.3932538863934307 3.2876729919075665 7.6969439216809175
3.2407663685189525 6.979842062149173 8.751618022709003 9.78030463297404 4.74473796280813|4.74473796280813 9.78030463297404 8.751618022709003 6.979842062149173 3.2407663685189525
5.988479358412418 0.6719176403950711 2.870412903981726 3.5283698992740256 8.256675192090396|8.256675192090396 3.5283698992740256 2.870412903981726 0.6719176403950711 5.988479358412418
8.306495416488445 5.4290162093197925 2.264339295117489 9.863321272666335 6.060829882474069|6.060829882474069 9.863321272666335 2.264339295117489 5.4290162093197925 8.306495416488445
9.665356715729036 3.1376525725969273 2.5501131527272203 6.797440380332226 3.0494015330681434|3.0494015330681434 6.797440380332226 2.5501131527272203 3.1376525725969273 9.665356715729036
0.9625354753060311 2.2109140634915967 3.9693702285616816 3.754584230503053 4.834034278070179|4.834034278070179 3.754584230503053 3.9693702285616816 2.2109140634915967 0.9625354753060311
6.024896320397506 4.710431584543345 1.714905456032143 9.95177992349368 2.427175979852121|2.427175979852121 9.95177992349368 1.714905456032143 4.710431584543345 6.024896320397506
8.536956244029422 3.053452767372616 9.22107428201394 7.235986108816959 1.1967881565052807|1.1967881565052807 7.235986108816959 9.22107428201394 3.053452767372616 8.536956244029422
5.962599204345526 2.7149363367412715 9.359177724818936 3.5188722842974016 0.17377490820409403|0.17377490820409403 3.5188722842974016 9.359177724818936 2.7149363367412715 5.962599204345526
2.054243970217163 2.9669679380860368 2.3075392252015057 9.553232988876907 3.0265782731208155|3.0265782731208155 9.553232988876907 2.3075392252015057 2.9669679380860368 2.054243970217163
9.982304755102259 3.707003694217171 6.51704321652222 8.265285641065901 7.136364267980625|7.136364267980625 8.265285641065901 6.51704321652222 3.707003694217171 9.982304755102259
4.547503082528199 4.877865138014542 5.879887752284747 2.1075302311624577 7.427801116413121|7.427801116413121 2.1075302311624577 5.879887752284747 4.877865138014542 4.547503082528199
8.078509443060943 2.9648004195696167 8.96300285323459 7.070640010642954 1.3854006542659647|1.3854006542659647 7.070640010642954 8.96300285323459 2.9648004195696167 8.078509443060943
8.409863102012402 4.79795436435287 6.7809958052565555 4.9911596477730775 8.048529670554792|8.048529670554792 4.9911596477730775 6.7809958052565555 4.79795436435287 8.409863102012402
5.626398765329571 9.31093356977305 4.5876215812393815 5.854117474284895 1.7960908291486666|1.7960908291486666 5.854117474284895 4.5876215812393815 9.31093356977305 5.626398765329571
0.3146436631357574 5.707287564056172 8.11466478894219 7.89003243275652 6.6182380900342235|6.6182380900342235 7.89003243275652 8.11466478894219 5.707287564056172 0.3146436631357574
6.549903183935555 2.09266484670378 6.83251774642096 5.167454066862738 6.286481884341684|6.286481884341684 5.167454066862738 6.83251774642096 2.09266484670378 6.549903183935555
7.839670990097184 9.401628556281253 6.719914716617932 5.033798551067364 7.865049004046697|7.865049004046697 5.033798551067364 6.719914716617932 9.401628556281253 7.839670990097184
9.567465800185648 7.683447470454558 2.675834841383163 7.848724781610997 7.96060613876932|7.96060613876932 7.848724781610997 2.675834841383163 7.683447470454558 9.567465800185648
0.34223468643408306 2.2151075422039233 1.1872903761730946 3.409232151113284 7.620220021425318|7.620220021425318 3.409232151113284 1.1872903761730946 2.2151075422039233 0.34223468643408306
7.022628638676713 8.581966949266684 0.6897752554365422 7.423739250936039 2.428554879073126|2.428554879073126 7.423739250936039 0.6897752554365422 8.581966949266684 7.022628638676713
6.445801792508194 4.730360887463155 5.56900815876708 6.8355234940772345 5.629164279991837|5.629164279991837 6.8355234940772345 5.56900815876708 4.730360887463155 6.445801792508194
7.500863584676601 3.4381111025672206 2.6032731794586517 6.091028990469422 0.6459557557100171|0.6459557557100171 6.091028990469422 2.6032731794586517 3.4381111025672206 7.500863584676601
5.0099660068140475 2.467427886276915 1.8608623214008624 1.3469183479836733 6.521924902153492|6.521924902153492 1.3469183479836733 1.8608623214008624 2.467427886276915 5.0099660068140475
5.20676337086618 0.5861107313107872 3.0318777704394275 2.959513971726383 5.673976474487928|5.673976474487928 2.959513971726383 3.0318777704394275 0.5861107313107872 5.20676337086618
0.25012791898107345 1.8463232754528713 4.934151761941521 5.160512707246551 8.562078435011271|8.562078435011271 5.160512707246551 4.934151761941521 1.8463232754528713 0.25012791898107345
3.2139402930688687 5.233070032586968 9.229947044945403 0.529574447920399 2.2174479859239096|2.2174479859239096 0.529574447920399 9.229947044945403 5.233070032586968 3.2139402930688687
6.602941340481974 7.442415349683263 1.5565951201401462 5.7277490058913285 5.259066896667862|5.259066896667862 5.7277490058913285 1.5565951201401462 7.442415349683263 6.602941340481974
2.0827165108266 4.429762884037789 6.323069459091162 8.902161434915575 9.437738494197784|9.437738494197784 8.902161434915575 6.323069459091162 4.429762884037789 2.0827165108266
5.30376706193258 3.774709491811963 1.6028986134815326 7.899167507369512 7.684841544009973|7.684841544009973 7.899167507369512 1.6028986134815326 3.774709491811963 5.30376706193258
1.4452461154501084 5.408689801547512 5.589039537043705 1.2388459981447264 6.596311958776174|6.596311958776174 1.2388459981447264 5.589039537043705 5.408689801547512 1.4452461154501084
4.873403098917759 4.148789312603702 3.969750808577346 9.443500755064058 7.748636749348688|7.748636749348688 9.443500755064058 3.969750808577346 4.148789312603702 4.873403098917759
8.062333422984231 1.1854196510921988 4.89982198896291 7.710765653387755 9.226371856242698|9.226371856242698 7.710765653387755 4.89982198896291 1.1854196510921988 8.062333422984231
5.150047695138367 1.2321967838886794 9.444360001799264 1.2280217470824395 9.390673826994433|9.390673826994433 1.2280217470824395 9.444360001799264 1.2321967838886794 5.150047695138367
5.098523867959771 1.353930263091272 7.590303967326003 6.9511532371843625 2.998391264731545|2.998391264731545 6.9511532371843625 7.590303967326003 1.353930263091272 5.098523867959771
7.445277264080344 3.5982051920633418 2.763519274741614 3.4505484414180954 2.3834054492716064|2.3834054492716064 3.4505484414180954 2.763519274741614 3.5982051920633418 7.445277264080344
7.540849103098768 6.976915363253003 2.8534138728354606 1.2269158284973092 4.655353467669132|4.655353467669132 1.2269158284973092 2.8534138728354606 6.976915363253003 7.540849103098768
8.471823148203871 6.792314756186478 0.6615203514067303 3.4251586102206955 4.519390665253269|4.519390665253269 3.4251586102206955 0.6615203514067303 6.792314756186478 8.471823148203871
5.85279654351165 6.6950143080089 4.371358451295437 3.8241959340048814 7.892421172023532|7.892421172023532 3.8241959340048814 4.371358451295437 6.6950143080089 5.85279654351165
5.969679072336026 5.266538147461699 5.2927438463162115 3.0490474232165434 3.6888297431807446|3.6888297431807446 3.0490474232165434 5.2927438463162115 5.266538147461699 5.969679072336026
1.8294798008712332 2.959510963905224 4.806580199266456 6.620278077435734 7.459693558881105|7.459693558881105 6.620278077435734 4.806580199266456 2.959510963905224 1.8294798008712332
8.576271086304011 8.224370843293759 7.988972291147772 6.23848025860871 9.66586027878212|9.66586027878212 6.23848025860871 7.988972291147772 8.224370843293759 8.576271086304011
2.8225033433196787 4.053931603103933 7.92414807679827 1.976799885346766 6.737165139738419|6.737165139738419 1.976799885346766 7.92414807679827 4.053931603103933 2.8225033433196787
3.8908364960922173 8.587561556234517 4.822377492387616 0.6643649383769845 9.017037065417503|9.017037065417503 0.6643649383769845 4.822377492387616 8.587561556234517 3.8908364960922173
4.591704084636302 8.040638541698685 3.323867989759889 6.930234965718153 1.2425055697461829|1.2425055697461829 6.930234965718153 3.323867989759889 8.040638541698685 4.591704084636302
6.917342953923282 3.343280796859862 3.2281461413237125 4.296404933945701 5.584015658672211|5.584015658672211 4.296404933945701 3.2281461413237125 3.343280796859862 6.917342953923282
6.643057774581164 3.7685312914218394 1.4820745842652816 4.714077425098643 7.7257165299862205|7.7257165299862205 4.714077425098643 1.4820745842652816 3.7685312914218394 6.643057774581164
5.298576880537009 9.340022106877493 6.661846925579987 0.517444676683082 4.484017992233137|4.484017992233137 0.517444676683082 6.661846925579987 9.340022106877493 5.298576880537009
4.545966304898666 2.938600296368503 0.46740947709840497 9.087825577580709 0.19122895374077964|0.19122895374077964 9.087825577580709 0.46740947709840497 2.938600296368503 4.545966304898666
2.1153373778846563 0.5703851717373154 0.28154644336332746 7.610067265365279 6.853762664257537|6.853762664257537 7.610067265365279 0.28154644336332746 0.5703851717373154 2.1153373778846563
6.746167539987404 1.545110672903851 6.563730377150466 4.425036037792727 1.6297356580488798|1.6297356580488798 4.425036037792727 6.563730377150466 1.545110672903851 6.746167539987404
4.290196473690254 4.348273226637531 1.6786484683117053 9.557979576672901 6.378506339750346|6.378506339750346 9.557979576672901 1.6786484683117053 4.348273226637531 4.290196473690254
4.5295569662459245 1.584224898345431 2.331204802757089 6.064147350431449 8.103042260171222|8.103042260171222 6.064147350431449 2.331204802757089 1.584224898345431 4.5295569662459245
7.390890783815509 6.2736604932250195 9.940542103671273 7.544566035339379 4.580599301946307|4.580599301946307 7.544566035339379 9.940542103671273 6.2736604932250195 7.390890783815509
